date;area;persons;sharePersonLeavingHome;dailyRangePerPerson
20210221;Landkreis Neunkirchen;133812;56.00000000000001;7.76
20210221;Landkreis Rottal-Inn;116855;49.0;19.990000000000002
20210221;Landkreis Stade;194738;57.00000000000001;9.86
20210221;Landkreis Garmisch-Partenkirchen;83530;59.0;13.61
20210221;Trier;105722;60.0;9.950000000000001
20210221;Bremerhaven;107724;52.0;8.01
20210221;Enzkreis;190834;61.0;9.99
20210221;Landkreis Northeim;136787;49.0;12.32
20210221;Hagen;184467;61.0;7.15
20210221;Landkreis Roth;161401;53.0;14.57
20210221;Rhein-Neckar-Kreis;534027;57.00000000000001;9.94
20210221;Landkreis Weimarer Land;83957;54.0;10.96
20210221;Rheinisch-Bergischer Kreis;276628;57.99999999999999;7.92
20210221;Landkreis Böblingen;364377;60.0;8.77
20210221;Landshut;92803;56.00000000000001;9.49
20210221;Landkreis Harz;245737;54.0;10.72
20210221;Landkreis Meißen;243651;55.00000000000001;13.11
20210221;Main-Taunus-Kreis;225607;57.99999999999999;8.83
20210221;Landkreis Friesland;96797;60.0;10.68
20210221;Landkreis Schmalkalden-Meiningen;132009;44.0;10.620000000000001
20210221;Stuttgart;595431;66.0;8.0
20210221;Landkreis Potsdam-Mittelmark;203148;53.0;17.17
20210221;Dortmund;568962;61.0;7.62
20210221;Landkreis Celle;174743;47.0;10.4
20210221;Landkreis Forchheim;112783;57.99999999999999;10.16
20210221;Wuppertal;341288;65.0;6.93
20210221;Memmingen;41114;61.0;9.950000000000001
20210221;Wartburgkreis;126622;50.0;13.22
20210221;Nürnberg;492488;60.0;8.5
20210221;Kreis Düren;256379;57.99999999999999;9.28
20210221;Landkreis Börde;205402;56.00000000000001;17.92
20210221;Landkreis Bernkastel-Wittlich;117749;53.0;14.47
20210221;Landkreis Wunsiedel im Fichtelgebirge;74159;52.0;19.21
20210221;Landkreis Kusel;79489;54.0;10.32
20210221;Landkreis Lüneburg;176091;53.0;9.620000000000001
20210221;Landkreis Gifhorn;170185;52.0;11.200000000000001
20210221;Landkreis Dingolfing-Landau;90994;52.0;14.99
20210221;Landkreis Schwandorf;143569;57.00000000000001;18.34
20210221;Kreis Bergstraße;277551;56.00000000000001;9.55
20210221;Landkreis Unterallgäu;135752;54.0;14.5
20210228;Kreis Olpe;135164;55.00000000000001;11.6
20210228;Landkreis Goslar;137754;55.00000000000001;13.030000000000001
20210228;Landkreis Alzey-Worms;130835;57.99999999999999;13.43
20210228;Dessau-Roßlau;83606;48.0;8.01
20210228;Kreis Soest;292806;60.0;11.67
20210228;Regionalverband Saarbrücken;325235;59.0;9.5
20210228;Bielefeld;326530;63.0;8.77
20210228;Neustadt an der Weinstraße;51888;60.0;8.73
20210228;Landkreis Würzburg;157486;59.0;15.89
20210228;Landkreis St. Wendel;88797;60.0;10.05
20210228;Ostalbkreis;322357;61.0;10.86
20210228;Hof;43527;54.0;9.41
20210228;Oberhausen;209538;61.0;7.13
20210228;Landkreis Südliche Weinstraße;161461;59.0;11.13
20210228;Landkreis Cochem-Zell;70575;50.0;15.76
20210228;Landkreis Sonneberg;61157;51.0;9.3
20210228;Rhein-Sieg-Kreis;576957;62.0;9.14
20210228;Ludwigshafen am Rhein;159481;57.99999999999999;7.88
20210228;Leipzig;519222;57.00000000000001;7.41
20210228;Kreis Siegen-Wittgenstein;274950;55.00000000000001;11.91
20210228;Landkreis Wesermarsch;88422;57.99999999999999;11.59
20210228;Landkreis Traunstein;168692;59.0;17.41
20210228;Landkreis Passau;202402;55.00000000000001;49.08
20210228;Städteregion Aachen;538053;63.0;12.67
20210228;Rhein-Lahn-Kreis;130560;54.0;9.92
20210228;Landkreis Oberspreewald-Lausitz;114353;51.0;20.94
20210228;Brandenburg an der Havel;70462;49.0;11.06
20210228;Landkreis Nordhausen;82781;51.0;14.450000000000001
20210228;Kreis Stormarn;293933;56.00000000000001;9.85
20210228;Bottrop;116088;62.0;7.05
20210228;Landkreis Hersfeld-Rotenburg;119330;57.00000000000001;22.21
20210228;Hamm;175438;61.0;9.46
20210228;Landkreis Cuxhaven;193036;57.00000000000001;11.84
20210228;Landkreis Augsburg;239741;57.99999999999999;11.94
20210228;Zollernalbkreis;183918;55.00000000000001;9.76
20210228;Rhein-Pfalz-Kreis;147647;57.99999999999999;10.76
20210228;Landkreis Pfaffenhofen an der Ilm;119003;53.0;14.64
20210228;Landkreis Neumarkt in der Oberpfalz;126446;55.00000000000001;18.98
20210228;Landkreis Rastatt;220671;63.0;13.39
20210228;Landkreis Schaumburg;155337;62.0;14.72
20210228;Ingolstadt;125875;61.0;9.05
20210228;Landkreis Göppingen;275764;59.0;9.85
20210228;Jena;111620;57.00000000000001;8.98
20210228;Eisenach;41107;55.00000000000001;10.16
20210228;Landkreis Eichstätt;124039;59.0;14.21
20210228;Landkreis Rostock;267784;57.00000000000001;14.17
20210228;Solingen;154510;64.0;6.83
20210228;Landkreis Lichtenfels;66849;57.99999999999999;10.92
20210228;Landkreis Saalfeld-Rudolstadt;104710;52.0;9.74
20210228;Krefeld;218077;61.0;7.3
20210228;Wetteraukreis;292645;60.0;11.91
20210228;Landkreis Ludwigsburg;513173;64.0;8.33
20210228;Landkreis Mainz-Bingen;204713;59.0;10.27
20210228;Ulm;124973;61.0;10.48
20210228;Landkreis Teltow-Fläming;158705;56.00000000000001;15.280000000000001
20210228;Kreis Dithmarschen;131668;54.0;11.68
20210228;Kreis Mettmann;496985;60.0;7.53
20210228;Landkreis Neuburg-Schrobenhausen;91313;57.00000000000001;10.97
20210228;Weiden in der Oberpfalz;42490;51.0;9.11
20210228;Landkreis Hildburghausen;66150;50.0;13.120000000000001
20210228;Landkreis Rotenburg (Wümme);169998;56.00000000000001;16.29
20210228;Landkreis Hof;97276;56.00000000000001;19.81
20210228;Landkreis Konstanz;267833;57.99999999999999;12.47
20210228;Landkreis Stendal;126391;54.0;13.6
20210228;Heidelberg;149517;59.0;7.79
20210228;Rhein-Erft-Kreis;452336;61.0;9.4
20210228;Landkreis Weilheim-Schongau;128900;53.0;10.540000000000001
20210228;Mannheim;293817;61.0;8.49
20210228;Landkreis Osterholz;110224;57.99999999999999;9.75
20210228;Schwabach;48409;54.0;12.99
20210228;Landkreis Südwestpfalz;123238;56.00000000000001;9.96
20210228;Landkreis Miltenberg;142491;52.0;11.34
20210228;Coburg;40049;54.0;7.86
20210228;Essen;564415;62.0;6.67
20210228;Flensburg;82682;51.0;10.88
20210228;Ilm-Kreis;96050;50.0;13.06
20210228;Bremen;560889;57.00000000000001;8.32
20210228;Landkreis Mecklenburgische Seenplatte;265447;50.0;13.47
20210228;Landkreis Calw;149959;60.0;9.85
20210228;Landkreis Aurich;185250;60.0;11.09
20210228;Landkreis Prignitz;87907;51.0;18.580000000000002
20210228;Hohenlohekreis;107151;54.0;15.6
20210228;Landkreis Schwäbisch Hall;185876;59.0;14.36
20210228;Landkreis Freudenstadt;114475;61.0;11.31
20210228;Kreis Wesel;456077;61.0;9.28
20210228;Landkreis Waldeck-Frankenberg;160935;53.0;13.47
20210228;Köln;1039191;62.0;7.87
20210228;Landkreis Mittelsachsen;315666;52.0;13.76
20210228;Baden-Baden;52370;61.0;12.91
20210228;Landkreis Erlangen-Höchstadt;151446;59.0;10.51
20210228;Lahn-Dill-Kreis;251265;57.00000000000001;12.25
20210228;Ortenaukreis;430412;62.0;12.93
20210228;Landkreis Nordwestmecklenburg;160701;57.00000000000001;13.69
20210228;Kassel;211928;63.0;9.38
20210228;Landkreis Günzburg;119200;60.0;15.07
20210228;Kreis Gütersloh;349151;60.0;10.040000000000001
20210228;Karlsruhe;293411;63.0;8.59
20210228;Kreis Paderborn;292007;61.0;11.43
20210228;Landkreis Rhön-Grabfeld;79664;52.0;11.450000000000001
20210228;Landkreis Saarlouis;195966;59.0;9.64
20210228;Landkreis Neustadt an der Waldnaab;137390;54.0;24.55
20210228;Landkreis Starnberg;139382;57.99999999999999;10.41
20210228;Amberg;41255;52.0;8.25
20210228;Kreis Minden-Lübbecke;308004;61.0;10.790000000000001
20210228;Landkreis Mayen-Koblenz;221301;59.0;12.75
20210228;Landkreis Marburg-Biedenkopf;240117;57.00000000000001;10.66
20210228;Straubing;44248;57.99999999999999;9.46
20210228;Landkreis Altötting;106918;53.0;23.44
20210228;Landkreis Birkenfeld;86777;53.0;10.64
20210228;Delmenhorst;73303;54.0;8.75
20210228;Landkreis Vulkaneifel;91598;53.0;17.6
20210228;Landkreis Hameln-Pyrmont;147944;57.00000000000001;9.17
20210228;Braunschweig;244714;54.0;7.890000000000001
20210228;Landkreis Havelland;166564;53.0;12.93
20210228;Landkreis Bad Dürkheim;146849;57.99999999999999;10.11
20210228;Landkreis Miesbach;94046;56.00000000000001;13.66
20210228;Saalekreis;195745;55.00000000000001;13.790000000000001
20210228;Bochum;360665;62.0;6.93
20210228;Landkreis Bad Kreuznach;180446;57.00000000000001;11.72
20210228;Landkreis Landsberg am Lech;126293;56.00000000000001;12.74
20210228;Landkreis Sömmerda;74448;54.0;12.85
20210228;Landkreis Verden;131395;55.00000000000001;14.65
20210228;Landkreis Neuwied;185155;60.0;12.4
20210228;Landkreis Ravensburg;270345;62.0;14.43
20210228;Landkreis Leer;163244;60.0;14.68
20210228;Kreis Ostholstein;196542;56.00000000000001;14.08
20210228;Magdeburg;229005;55.00000000000001;8.78
20210228;Landkreis Kronach;68917;53.0;11.44
20210228;Kreis Segeberg;276722;56.00000000000001;10.46
20210228;Kreis Plön;169427;57.00000000000001;9.93
20210228;Landkreis Rosenheim;246018;57.99999999999999;19.7
20210228;Landkreis Cloppenburg;159196;59.0;13.85
20210228;Landkreis Tirschenreuth;73655;50.0;18.2
20210228;Landkreis Kulmbach;75859;56.00000000000001;14.290000000000001
20210228;Mönchengladbach;253603;59.0;7.44
20210228;Landkreis Fürth;113575;62.0;8.76
20210228;Landkreis Göttingen;317400;57.00000000000001;11.72
20210228;Landkreis Vechta;132661;57.99999999999999;16.53
20210228;Landkreis Oberhavel;201335;51.0;11.09
20210228;Kreis Euskirchen;185862;62.0;11.23
20210228;Fürth;117737;64.0;7.71
20210228;Landkreis Heidekreis;134716;57.00000000000001;21.990000000000002
20210228;Hochsauerlandkreis;264230;52.0;11.290000000000001
20210228;Landkreis Reutlingen;272302;61.0;8.57
20210228;Kreis Borken;360599;59.0;11.18
20210228;Wilhelmshaven;75770;56.00000000000001;8.290000000000001
20210228;Kreis Unna;390881;61.0;8.61
20210228;Westerwaldkreis;221899;56.00000000000001;13.64
20210228;Regensburg;137584;61.0;9.81
20210228;Altmarkkreis Salzwedel;96150;48.0;14.370000000000001
20210228;Kreis Groß-Gerau;254161;59.0;11.39
20210228;Landkreis Görlitz;262765;53.0;41.47
20210228;Landkreis Emmendingen;158939;60.0;10.56
20210228;Landkreis Breisgau-Hochschwarzwald;246571;59.0;17.080000000000002
20210228;Kreis Nordfriesland;161597;57.00000000000001;12.47
20210228;Landkreis Bautzen;308366;56.00000000000001;22.77
20210228;Landkreis Ludwigslust-Parchim;221975;52.0;17.62
20210228;Augsburg;271071;60.0;8.52
20210228;Landkreis Regen;76009;48.0;12.33
20210228;Berlin;3364067;59.0;6.51
20210228;Lübeck;208754;55.00000000000001;9.370000000000001
20210228;Neckar-Odenwald-Kreis;144249;52.0;11.790000000000001
20210228;Bamberg;68810;57.99999999999999;9.02
20210228;Landkreis Dahme-Spreewald;159508;55.00000000000001;17.54
20210228;Landkreis Holzminden;72136;50.0;11.71
20210228;Erfurt;201037;57.00000000000001;9.290000000000001
20210228;Mainz;202112;61.0;8.18
20210228;Landkreis Mühldorf am Inn;116153;54.0;13.48
20210228;Schwerin;90579;53.0;8.74
20210228;Landkreis München;351674;59.0;9.86
20210228;Landkreis Hildesheim;261438;57.99999999999999;10.38
20210228;Landkreis Freyung-Grafenau;77470;55.00000000000001;18.93
20210228;Neumünster;75133;55.00000000000001;9.52
20210228;Landkreis Waldshut;163511;42.0;12.41
20210228;Landkreis Limburg-Weilburg;169409;57.99999999999999;14.02
20210228;Emden;49267;53.0;9.47
20210228;Kreis Steinfurt;430460;59.0;11.58
20210228;Landkreis Karlsruhe;424816;59.0;10.53
20210228;Rhein-Kreis Neuss;437370;57.99999999999999;8.1
20210228;Vogelsbergkreis;105980;56.00000000000001;19.67
20210228;Dresden;522507;61.0;9.55
20210228;München;1401953;63.0;8.01
20210228;Kreis Herzogtum Lauenburg;240468;56.00000000000001;10.93
20210228;Landkreis Aschaffenburg;173834;57.00000000000001;13.02
20210228;Landkreis Haßberge;83828;57.00000000000001;16.67
20210228;Landkreis Esslingen;513667;64.0;8.73
20210228;Landkreis Grafschaft Bentheim;133027;57.99999999999999;26.27
20210228;Pforzheim;113895;65.0;8.040000000000001
20210228;Landkreis Oldenburg;124708;57.99999999999999;14.59
20210228;Kreis Viersen;294146;59.0;14.780000000000001
20210228;Main-Kinzig-Kreis;402075;56.00000000000001;10.6
20210228;Landkreis Aichach-Friedberg;126711;57.99999999999999;12.01
20210228;Aschaffenburg;66885;61.0;9.93
20210228;Schwarzwald-Baar-Kreis;203072;57.99999999999999;11.1
20210228;Landkreis Cham;124841;57.00000000000001;18.39
20210228;Landkreis Altenburger Land;94031;53.0;10.34
20210228;Landkreis Ebersberg;138698;60.0;12.08
20210228;Landkreis Wolfenbüttel;119095;57.99999999999999;9.8
20210228;Kreis Rendsburg-Eckernförde;330669;57.99999999999999;11.25
20210228;Landkreis Kelheim;113480;57.00000000000001;13.44
20210228;Landkreis Bayreuth;104027;57.99999999999999;19.97
20210228;Landkreis Lindau;78299;54.0;21.48
20210228;Landkreis Jerichower Land;100258;55.00000000000001;19.43
20210228;Potsdam;157132;57.00000000000001;7.98
20210228;Alb-Donau-Kreis;198291;57.00000000000001;12.75
20210228;Kaufbeuren;41149;56.00000000000001;8.83
20210228;Landkreis Anhalt-Bitterfeld;168208;55.00000000000001;11.4
20210228;Kreis Coesfeld;213658;57.99999999999999;10.33
20210228;Kreis Warendorf;270681;62.0;10.26
20210228;Landkreis Amberg-Sulzbach;102893;55.00000000000001;14.41
20210228;Landkreis Uckermark;121918;53.0;30.16
20210228;Landkreis Dachau;152543;59.0;11.11
20210228;Landkreis Lüchow-Dannenberg;48586;55.00000000000001;14.98
20210228;Frankfurt am Main;686157;61.0;7.930000000000001
20210228;Oldenburg;157757;54.0;9.05
20210228;Wolfsburg;121402;53.0;8.540000000000001
20210228;Rheingau-Taunus-Kreis;180361;57.99999999999999;10.68
20210228;Landkreis Kassel;254333;57.99999999999999;12.24
20210228;Kaiserslautern;94308;60.0;7.9
20210228;Erlangen;107865;60.0;9.200000000000001
20210228;Landkreis Bamberg;143052;60.0;14.55
20210228;Landkreis Oberallgäu;149841;62.0;12.790000000000001
20210228;Frankfurt (Oder);59655;61.0;85.91
20210228;Landkreis Tübingen;213235;63.0;9.0
20210228;Landkreis Germersheim;130687;59.0;13.02
20210228;Landkreis Zwickau;329166;53.0;10.06
20210228;Kreis Herford;248052;60.0;10.75
20210228;Landkreis Diepholz;208532;57.99999999999999;12.200000000000001
20210228;Passau;48810;59.0;53.06
20210228;Landkreis Schweinfurt;112470;61.0;14.01
20210228;Schwalm-Eder-Kreis;179421;57.99999999999999;16.59
20210228;Eifelkreis Bitburg-Prüm;108597;50.0;20.27
20210228;Landkreis Vorpommern-Rügen;218258;57.00000000000001;13.57
20210228;Landkreis Dillingen an der Donau;92443;59.0;12.200000000000001
20210228;Landkreis Berchtesgadener Land;101494;53.0;23.66
20210228;Zweibrücken;33783;60.0;8.61
20210228;Würzburg;123487;62.0;9.98
20210228;Hamburg;1748773;57.99999999999999;7.94
20210228;Landkreis Gotha;133263;57.00000000000001;14.44
20210228;Kreis Pinneberg;298424;54.0;8.14
20210228;Deutschland;79996091;57.99999999999999;11.370000000000001
20210228;Düsseldorf;608181;59.0;7.28
20210228;Kyffhäuserkreis;75772;53.0;13.61
20210228;Landkreis Kaiserslautern;111018;57.99999999999999;11.43
20210228;Landkreis Weißenburg-Gunzenhausen;91680;57.99999999999999;12.790000000000001
20210228;Landkreis Ostallgäu;133450;56.00000000000001;15.74
20210228;Kreis Höxter;143275;53.0;13.040000000000001
20210228;Heilbronn;115156;63.0;8.45
20210228;Weimar;65838;59.0;10.5
20210228;Landkreis Gießen;251629;60.0;11.540000000000001
20210228;Schweinfurt;51416;56.00000000000001;8.26
20210228;Kiel;247708;57.99999999999999;7.96
20210228;Landkreis Märkisch-Oderland;201547;57.00000000000001;23.900000000000002
20210228;Kreis Lippe;343707;61.0;9.96
20210228;Saale-Orla-Kreis;85363;52.0;19.34
20210228;Landkreis Helmstedt;88413;57.00000000000001;21.48
20210228;Halle (Saale);230233;57.00000000000001;7.38
20210228;Landau in der Pfalz;44481;61.0;10.52
20210228;Salzlandkreis;199276;55.00000000000001;12.370000000000001
20210228;Offenbach am Main;116725;62.0;8.32
20210228;Erzgebirgskreis;362695;49.0;10.42
20210228;Cottbus - Chóśebuz;96693;52.0;11.17
20210228;Rems-Murr-Kreis;406793;62.0;8.26
20210228;Landkreis Landshut;177967;57.00000000000001;12.790000000000001
20210228;Landkreis Kitzingen;87490;59.0;21.44
20210228;Landkreis Bad Tölz-Wolfratshausen;120826;62.0;11.18
20210228;Landkreis Wittmund;55784;67.0;12.05
20210228;Landkreis Leipzig;253837;54.0;10.73
20210228;Salzgitter;97063;57.00000000000001;9.43
20210228;Landkreis Neu-Ulm;181827;59.0;11.52
20210228;Münster;292257;61.0;8.67
20210228;Saale-Holzland-Kreis;90968;53.0;16.69
20210228;Landkreis Lörrach;220197;51.0;13.73
20210228;Rosenheim;58743;56.00000000000001;9.19
20210228;Landkreis Nordsachsen;197205;56.00000000000001;12.34
20210228;Landkreis Heidenheim;128948;55.00000000000001;11.71
20210228;Landkreis Nienburg/Weser;119595;53.0;12.73
20210228;Freiburg im Breisgau;214935;62.0;9.6
20210228;Bayreuth;69648;61.0;10.19
20210228;Osnabrück;154504;59.0;9.03
20210228;Landkreis Coburg;86602;56.00000000000001;9.78
20210228;Chemnitz;239672;56.00000000000001;7.57
20210228;Landkreis Straubing-Bogen;96119;57.00000000000001;18.6
20210228;Gelsenkirchen;256947;60.0;7.25
20210228;Bonn;308558;64.0;7.45
20210228;Kempten (Allgäu);63930;54.0;9.73
20210228;Landkreis Offenbach;336015;56.00000000000001;9.53
20210228;Odenwaldkreis;85881;50.0;10.75
20210228;Landkreis Rottweil;135082;56.00000000000001;12.31
20210228;Landkreis Darmstadt-Dieburg;288738;56.00000000000001;10.24
20210228;Ansbach;39038;59.0;14.71
20210228;Landkreis Deggendorf;113832;59.0;23.48
20210228;Landkreis Peine;129290;56.00000000000001;13.33
20210228;Wiesbaden;270739;64.0;8.28
20210228;Landkreis Main-Spessart;125923;50.0;18.17
20210228;Landkreis Spree-Neiße;119266;59.0;44.11
20210228;Saarpfalz-Kreis;143826;57.00000000000001;11.41
20210228;Landkreis Tuttlingen;133896;55.00000000000001;10.23
20210228;Werra-Meißner-Kreis;100491;52.0;15.25
20210228;Koblenz;109488;61.0;9.23
20210228;Märkischer Kreis;416641;61.0;8.1
20210228;Hochtaunuskreis;227514;57.99999999999999;8.72
20210228;Landkreis Emsland;311075;59.0;16.94
20210228;Landkreis Wittenberg;129679;54.0;12.23
20210228;Landkreis Bad Kissingen;102565;55.00000000000001;18.26
20210228;Suhl;34262;43.0;9.700000000000001
20210228;Landkreis Biberach;210390;57.00000000000001;11.93
20210228;Rhein-Hunsrück-Kreis;110548;57.00000000000001;16.92
20210228;Ennepe-Ruhr-Kreis;322502;62.0;7.5200000000000005
20210228;Landkreis Ammerland;118063;55.00000000000001;11.73
20210228;Landkreis Oder-Spree;188612;53.0;30.18
20210228;Landkreis Sigmaringen;127707;55.00000000000001;12.43
20210228;Landkreis Heilbronn;323209;57.99999999999999;11.71
20210228;Landkreis Altenkirchen;152213;51.0;11.71
20210228;Pirmasens;39951;57.99999999999999;7.91
20210228;Landkreis Elbe-Elster;107056;52.0;12.38
20210228;Landkreis Mansfeld-Südharz;142362;53.0;16.05
20210228;Landkreis Donau-Ries;128059;60.0;14.85
20210228;Landkreis Uelzen;91718;52.0;12.120000000000001
20210228;Kreis Steinburg;157440;59.0;10.77
20210228;Landkreis Greiz;108564;53.0;12.1
20210228;Landkreis Eichsfeld;100825;55.00000000000001;16.8
20210228;Herne;153860;59.0;6.93
20210228;Landkreis Barnim;172671;53.0;12.17
20210228;Landkreis Ahrweiler;129190;57.99999999999999;12.46
20210228;Region Hannover;1109490;56.00000000000001;10.11
20210228;Unstrut-Hainich-Kreis;106777;54.0;10.41
20210228;Landkreis Vorpommern-Greifswald;239628;53.0;16.580000000000002
20210228;Kreis Recklinghausen;613326;57.00000000000001;7.74
20210228;Duisburg;484789;60.0;7.57
20210228;Worms;79096;62.0;9.67
20210228;Landkreis Erding;139247;61.0;13.8
20210228;Bodenseekreis;204159;61.0;10.790000000000001
20210228;Mülheim an der Ruhr;166021;61.0;6.44
20210228;Landkreis Sächsische Schweiz-Osterzgebirge;244824;55.00000000000001;20.2
20210228;Landkreis Merzig-Wadern;103252;56.00000000000001;14.75
20210228;Landkreis Trier-Saarburg;150462;56.00000000000001;16.86
20210228;Burgenlandkreis;185866;53.0;13.19
20210228;Rostock;225306;56.00000000000001;10.63
20210228;Kreis Heinsberg;246547;61.0;9.59
20210228;Landkreis Fürstenfeldbruck;204298;59.0;9.57
20210228;Landkreis Nürnberger Land;163275;61.0;14.59
20210228;Kreis Schleswig-Flensburg;220676;55.00000000000001;17.580000000000002
20210228;Main-Tauber-Kreis;129794;49.0;13.11
20210228;Landkreis Freising;164688;60.0;14.93
20210228;Landkreis Regensburg;183455;57.00000000000001;16.35
20210228;Oberbergischer Kreis;270425;59.0;9.42
